order_id,order_timestamp,order_payment,order_address_num,order_address_street,order_address_state,order_zip,order_completed
43,2024-05-30 14:48:59,3924471603753075,59,Mission Hills Trail,Guam,34977,False
44,2024-05-29 14:48:39,2099159230847474,731,Acorn Court,Rhode Island,65643,False
45,2024-05-28 14:48:51,9763104311425936,986,Cypress Point,of Columbia,47794,True
46,2024-05-27 14:48:39,2049433995112771,985,Waalker Loop,Wisconsin,89478,False
47,2024-05-26 14:48:58,5483386585422801,645,Gatsby Lane,New Jersey,46851,False
48,2024-05-25 14:48:33,7665522409383364,813,Elm,New Mexico,95256,True
49,2024-05-24 14:48:56,8348143553693450,698,Iva Place,Rhode Island,77767,True
50,2024-05-23 14:48:25,9689486755861669,465,Iron Oak Way,South Carolina,12105,True
51,2024-05-22 14:48:53,9423997988993631,665,Iron Oak Way,Alaska,56924,True
52,2024-05-21 14:48:24,9645008465108027,98,Water,Vermont,71465,True
53,2024-05-20 14:48:45,6178130751505715,86,Bell Terrace,Pennsylvania,68975,False
54,2024-05-19 14:48:34,6059521493549877,420,Swallow Court,Idaho,18856,True
55,2024-05-18 14:48:24,8099786368010711,169,Wade Meadow Lane,North Dakota,53090,True
56,2024-05-17 14:49:02,3095413931742689,926,Hudson,New York,23596,True
57,2024-05-16 14:48:24,4033553572454988,996,Bexley Place,Texas,45365,False
58,2024-05-15 14:48:51,3345003073901662,395,Wade Meadow Lane,Georgia,88586,False
59,2024-05-14 14:48:58,9765775906634163,628,Swallow Court,Mississippi,44421,True
60,2024-05-13 14:48:14,4361345459120896,487,Moore Terrace,California,73621,False
61,2024-05-12 14:48:50,2897820862014173,32,Mission Hills Trail,Wyoming,32160,True
62,2024-05-11 14:48:47,8461478127776292,567,Pardo Place,Kentucky,64423,True
63,2024-05-10 14:48:29,2788995348347914,782,Acorn Court,Oklahoma,31302,True
64,2024-05-09 14:48:49,8840460049722556,181,Ware Way,Arizona,26477,False
65,2024-05-08 14:48:18,5274042217885608,475,Thornberry,Kansas,76942,False
66,2024-05-07 14:48:25,4655833596328948,662,Caulk Court,Vermont,49877,True
67,2024-05-06 14:48:44,5402280734640804,111,Paradise Drive,New Hampshire,20791,False
68,2024-05-05 14:48:16,2433940009892575,725,Yuma Place,Texas,89590,True
69,2024-05-04 14:48:32,5457079021433304,979,Sherwood Street,Louisiana,63446,False
70,2024-05-03 14:48:41,1575445343121634,27,Lock Street,New Hampshire,90885,True
71,2024-05-02 14:48:44,3606354175245659,431,Wade Meadow Lane,New York,20729,True
72,2024-05-01 14:48:19,4068485781131303,980,Sherwood Street,Rhode Island,90714,False
73,2024-04-30 14:49:03,5172248175275121,793,Bell Terrace,Delaware,23322,False
74,2024-04-29 14:48:56,6534479998174442,790,Gatsby Lane,Texas,13439,False
75,2024-04-28 14:49:06,9825573075360702,628,Bexley Place,Mississippi,53496,False
76,2024-04-27 14:48:31,8501407075463707,902,Water,Minnesota,43131,False
77,2024-04-26 14:48:56,8317765761201192,132,Ware Way,North Carolina,24208,True
78,2024-04-25 14:48:35,5138113157806157,120,Iron Oak Way,Colorado,57431,True
79,2024-04-24 14:48:38,4419458409165214,768,Mission Hills Trail,Texas,54204,False
80,2024-04-23 14:48:52,7241957394591634,942,Miranda Way,West Virginia,28581,True
81,2024-04-22 14:48:52,9822351133605346,171,Lock Street,Oregon,96886,True
82,2024-04-21 14:48:11,5436907017118952,182,Gaskin Place,District ,19690,False
83,2024-04-20 14:48:14,6726299949321892,938,Sherwood Street,New Hampshire,26594,False
84,2024-04-19 14:48:50,2163460432315151,907,Yuma Place,Nebraska,38844,True
85,2024-04-18 14:48:52,1409896475329466,95,Gaskin Place,Kentucky,56945,False
86,2024-04-17 14:48:26,5474339674633689,473,Ware Way,Arkansas,17736,False
87,2024-04-16 14:48:24,2405762895485533,528,Elm,Washington,52397,True
88,2024-04-15 14:48:19,2890894594895218,299,Cypress Point,Tennessee,38562,False
89,2024-04-14 14:48:35,1962940179940836,118,Water,Hawaii,49750,False
90,2024-04-13 14:49:01,2187764107461270,366,Yuma Place,Oregon,57398,True
91,2024-04-12 14:49:09,7684480663124174,327,Waalker Loop,South Carolina,29434,False
92,2024-04-11 14:48:47,8224624571927591,382,Caulk Court,Montana,67183,True
93,2024-04-10 14:48:26,3677656196527169,772,Iron Oak Way,Utah,39018,True
94,2024-04-09 14:48:45,2985974289591044,843,Caulk Court,Colorado,23100,False
95,2024-04-08 14:49:06,3785539838054078,253,Main,Montana,23473,True
96,2024-04-07 14:49:02,8498680189377056,793,Rogers Road,South Carolina,28656,True
97,2024-04-06 14:49:08,9310298366798563,453,Water,Utah,37368,False
98,2024-04-05 14:49:03,4599000521902427,144,Water,Tennessee,13106,True
99,2024-04-04 14:48:14,3603225213920993,996,Water,Massachusetts,40856,True
100,2024-04-03 14:48:27,7925813456438332,233,Moore Terrace,Kansas,30904,True
101,2024-04-02 14:48:55,1038271326105668,326,Gatsby Lane,Montana,81518,True
102,2024-04-01 14:48:43,9040400288176221,280,Rose Path,Arkansas,31346,False
103,2024-03-31 14:48:41,7730930410571202,521,Iva Place,Puerto Rico,54267,False
104,2024-03-30 14:48:19,7099804472261163,846,Paradise Drive,Pennsylvania,72791,False
105,2024-03-29 14:49:06,1606679206854877,326,Sherwood Street,North Carolina,26335,True
106,2024-03-28 14:48:27,6183602148975109,891,Caulk Court,Tennessee,87644,True
107,2024-03-27 14:48:18,2932122414116212,535,Waalker Loop,Georgia,93751,False
108,2024-03-26 14:48:27,4594349948957744,976,Paradise Drive,Colorado,92046,False
109,2024-03-25 14:48:26,7195089926819280,823,Caulk Court,Washington,59916,True
110,2024-03-24 14:48:23,5346313287709066,376,Cypress Point,New Hampshire,85159,True
111,2024-03-23 14:48:35,4516239494948922,76,Mission Hills Trail,American Samoa,83415,True
112,2024-03-22 14:48:47,3000066053027486,725,Acorn Court,New Jersey,56205,False
113,2024-03-21 14:48:14,7160296840074083,278,Yuma Place,District ,60698,False
114,2024-03-20 14:48:13,6389258382230466,196,Gatsby Lane,Guam,43334,True
115,2024-03-19 14:48:57,6323319619045270,337,Thornberry,Delaware,43128,True
116,2024-03-18 14:48:59,2902969783062113,944,Paradise Drive,Georgia,29768,False
117,2024-03-17 14:48:17,5413049309847636,138,Miranda Way,South Dakota,97015,True
118,2024-03-16 14:48:58,7756683981891249,596,Thornberry,Ohio,23788,False
119,2024-03-15 14:48:28,5435454523068683,787,Lock Street,Guam,77991,True
120,2024-03-14 14:48:37,4323047414531731,569,Pardo Place,Massachusetts,14336,True
121,2024-03-13 14:48:29,3923085791756807,510,Acorn Court,North Dakota,28570,True
122,2024-03-12 14:48:25,4826969969102516,944,Paradise Drive,Rhode Island,79799,False
123,2024-03-11 14:48:45,2385916848520499,59,Sherwood Street,New York,34559,False
124,2024-03-10 14:48:17,6407096923134874,210,Caulk Court,Guam,33412,False
125,2024-03-09 14:49:08,1116994468061997,648,Paradise Drive,Arizona,51753,True
126,2024-03-08 14:48:12,5911930293013286,216,Bell Terrace,Maryland,39713,False
127,2024-03-07 14:48:41,7275624606032325,428,Thornberry,Florida,53422,True
128,2024-03-06 14:48:37,9799079830186005,576,Miranda Way,Minnesota,61776,True
129,2024-03-05 14:48:29,2588901417445440,704,Bell Terrace,Kansas,52983,False
130,2024-03-04 14:48:17,6578852729475877,729,Elm,New Hampshire,29494,False
131,2024-03-03 14:48:49,3360934249614850,406,Hudson,Kentucky,78177,False
132,2024-03-02 14:48:40,2343633805336457,684,Sherwood Street,Florida,13850,False
133,2024-03-01 14:48:25,2471666157931779,605,Rogers Road,Maine,73423,False
134,2024-02-29 14:48:28,1958859112490036,322,Elm,New Jersey,89625,True
135,2024-02-28 14:49:05,7597031724708720,904,Hudson,Nebraska,49521,True
136,2024-02-27 14:48:15,1708349553013557,505,Gatsby Lane,American Samoa,85233,True
137,2024-02-26 14:48:31,7682246368910645,988,Duval Court,Ohio,85017,False
138,2024-02-25 14:48:33,5180114126748240,93,Miranda Way,American Samoa,89669,False
139,2024-02-24 14:48:47,1060193880729846,72,Duval Court,New York,64916,False
140,2024-02-23 14:48:27,9472610420312737,458,Main,Oklahoma,55700,False
141,2024-02-22 14:49:04,2345300032397521,308,Talley Ridge Drive,Oklahoma,39059,False
142,2024-02-21 14:48:23,5173891216505554,548,Lock Street,Arizona,77423,False
143,2024-02-20 14:48:38,7444063214999102,195,Walnut,Colorado,80180,False
144,2024-02-19 14:48:12,9935498506238473,588,Mission Hills Trail,Nebraska,34735,True
145,2024-02-18 14:48:33,9297524356965099,125,Talley Ridge Drive,North Dakota,89299,True
146,2024-02-17 14:48:11,3414256894778816,45,Water,District ,31732,False
147,2024-02-16 14:48:28,2351540699122232,374,Acorn Court,Florida,62306,True
148,2024-02-15 14:48:19,6836471121605673,273,Lock Street,Guam,17174,False
149,2024-02-14 14:48:14,9289336438309963,677,Main,Maryland,48180,False
150,2024-02-13 14:48:42,3004227208098202,40,Paradise Drive,Wisconsin,73328,False
151,2024-02-12 14:48:44,2748791001477554,125,Rogers Road,West Virginia,50091,True
152,2024-02-11 14:49:00,1421774794297874,372,Waalker Loop,Oklahoma,52898,True
153,2024-02-10 14:48:20,3426397344315780,709,Iva Place,Ohio,30353,True
154,2024-02-09 14:48:46,3264290175668735,84,Water,Missouri,96478,True
155,2024-02-08 14:49:06,2176394607323747,809,Paradise Drive,Illinois,36187,True
156,2024-02-07 14:49:04,7100634258231961,512,Iva Place,Ohio,67988,True
157,2024-02-06 14:48:40,5079323849000565,930,Mission Hills Trail,Minnesota,60564,True
158,2024-02-05 14:48:20,8558369269010246,441,Waalker Loop,Connecticut,76035,True
159,2024-02-04 14:48:51,6603172873618328,669,Lock Street,Tennessee,11916,True
160,2024-02-03 14:48:48,4337268963568770,451,Thornberry,Washington,82989,False
161,2024-02-02 14:48:59,4003770351214819,494,Yuma Place,Michigan,15514,True
162,2024-02-01 14:48:33,1427727858312220,730,Gaskin Place,South Carolina,14345,False
163,2024-01-31 14:48:59,5556224694926213,415,Iva Place,North Dakota,31166,False
164,2024-01-30 14:48:15,9324771957220585,835,Maple,Michigan,94419,False
165,2024-01-29 14:48:36,2361657317527300,814,Rose Path,Missouri,36190,False
166,2024-01-28 14:48:40,6397052153676396,163,Sherwood Street,Kansas,67618,False
167,2024-01-27 14:49:03,2589813519177123,820,Elm,American Samoa,75980,False
168,2024-01-26 14:48:21,3174456406278557,529,Rogers Road,Virgin Islands,73229,False
169,2024-01-25 14:48:49,8550919212616667,442,Water,Montana,33440,False
170,2024-01-24 14:48:18,9222783262733308,712,Acorn Court,Nebraska,14568,False
171,2024-01-23 14:48:21,2014155546089314,127,Hudson,Nevada,38694,False
172,2024-01-22 14:48:16,5148692757823892,399,Waalker Loop,West Virginia,31772,True
173,2024-01-21 14:48:56,7540202760603946,729,Moore Terrace,Pennsylvania,29033,False
174,2024-01-20 14:48:46,6593562173738681,706,Paradise Drive,Georgia,58955,False
175,2024-01-19 14:48:57,8601080873152884,661,Thornberry,New Mexico,74047,False
176,2024-01-18 14:48:18,4325013745739339,250,Lock Street,Colorado,55038,False
177,2024-01-17 14:48:11,9593667442450333,755,Rogers Road,Puerto Rico,54801,False
178,2024-01-16 14:48:57,9435351068149933,103,Gaskin Place,Michigan,58522,True
179,2024-01-15 14:48:50,9990314993069789,309,Paradise Drive,Arkansas,25641,True
180,2024-01-14 14:48:57,5095536583910548,318,Iva Place,North Carolina,53073,True
181,2024-01-13 14:48:25,7031087509397613,263,Miranda Way,Tennessee,62899,True
182,2024-01-12 14:48:34,9116960080987850,614,Yuma Place,Kansas,83971,True
183,2024-01-11 14:48:57,4178727840370268,845,Talley Ridge Drive,Puerto Rico,67556,True
184,2024-01-10 14:48:32,1788369929021481,504,Caulk Court,Idaho,19207,False
185,2024-01-09 14:48:35,4623893650421409,858,Walnut,Ohio,10808,True
186,2024-01-08 14:48:56,1637145036194614,650,Gaskin Place,North Dakota,71612,False
187,2024-01-07 14:48:27,9630701614224067,275,Miranda Way,Connecticut,20251,True
188,2024-01-06 14:48:36,5798790280491512,923,Main,Virgin Islands,94326,False
189,2024-01-05 14:48:36,9738600176963736,583,Thornberry,Arizona,58323,False
190,2024-01-04 14:48:44,8926694786167155,677,Mission Hills Trail,American Samoa,30997,False
191,2024-01-03 14:48:31,5335374582947883,721,Waalker Loop,Indiana,93601,False
192,2024-01-02 14:48:50,1837457597423908,722,Talley Ridge Drive,Missouri,97126,False
193,2024-01-01 14:48:48,5325860920847792,802,Rogers Road,South Carolina,51352,False
194,2023-12-31 14:49:09,4477896880469784,489,Cypress Point,Alabama,65562,True
195,2023-12-30 14:48:54,7276448175866209,584,Ware Way,Vermont,70073,True
196,2023-12-29 14:48:17,4655288063912123,870,Acorn Court,Arizona,44119,True
197,2023-12-28 14:49:03,4116484031347024,620,Gaskin Place,Ohio,26521,False
198,2023-12-27 14:48:53,2930986275709495,809,Lock Street,Tennessee,34688,False
199,2023-12-26 14:48:13,6273504915997032,777,Lock Street,Oklahoma,81734,True
200,2023-12-25 14:48:50,1523898347602814,269,Moore Terrace,Nevada,90840,False
201,2023-12-24 14:48:11,1701501784823761,358,Cypress Point,Virgin Islands,72787,False
202,2023-12-23 14:48:48,8838736708529541,227,Talley Ridge Drive,Pennsylvania,96108,True
203,2023-12-22 14:48:32,2601673880461041,749,Duval Court,Virgin Islands,32736,False
204,2023-12-21 14:48:18,9269648475982293,172,Gaskin Place,Utah,95385,False
205,2023-12-20 14:48:20,9978119159670702,74,Iva Place,Arizona,31402,True
206,2023-12-19 14:48:52,1087782109373640,952,Waalker Loop,New Jersey,33108,True
207,2023-12-18 14:48:21,6443480895702910,281,Caulk Court,Alabama,45788,True
208,2023-12-17 14:48:35,9913058172731923,629,Miranda Way,Idaho,78401,True
209,2023-12-16 14:49:00,3291632135147472,357,Miranda Way,Maine,72015,True
210,2023-12-15 14:48:54,2938594250415355,644,Elm,of Columbia,35835,False
211,2023-12-14 14:48:24,2341263872998537,680,Elm,Pennsylvania,27225,True
212,2023-12-13 14:48:19,7061566308661987,412,Paradise Drive,Mississippi,85134,True
213,2023-12-12 14:49:07,6274054835550637,697,Rogers Road,New Mexico,50829,False
214,2023-12-11 14:48:59,9018222136948607,199,Acorn Court,Idaho,85587,False
215,2023-12-10 14:48:58,6429649658550783,778,Yuma Place,Georgia,37322,False
216,2023-12-09 14:48:38,5276666626767120,192,Miranda Way,Delaware,73127,True
217,2023-12-08 14:48:25,3475372984336491,853,Main,Wyoming,14698,False
218,2023-12-07 14:49:00,7941027414813687,302,Main,Virgin Islands,71163,True
219,2023-12-06 14:49:00,5277300579824890,814,Maple,Oklahoma,65372,True
220,2023-12-05 14:48:15,1528695158659594,476,Elm,Michigan,94464,False
221,2023-12-04 14:48:18,8135321257496314,198,Pardo Place,New York,40440,False
222,2023-12-03 14:48:17,4576684408023589,215,Mission Hills Trail,New Hampshire,92847,False
223,2023-12-02 14:48:58,6776119331396285,587,Acorn Court,Missouri,82443,False
224,2023-12-01 14:48:19,3598253551846692,823,Bexley Place,New York,83682,True
225,2023-11-30 14:48:57,2338988069256340,780,Waalker Loop,Massachusetts,60858,False
226,2023-11-29 14:48:20,7661126779617029,635,Ware Way,Arkansas,56000,True
227,2023-11-28 14:48:46,4361377256155538,870,Talley Ridge Drive,Alabama,79692,False
228,2023-11-27 14:48:33,1754317005224490,217,Pardo Place,South Carolina,45149,False
229,2023-11-26 14:48:42,4573633010760912,479,Mission Hills Trail,Massachusetts,53573,False
230,2023-11-25 14:49:00,6916264500610858,905,Talley Ridge Drive,Maryland,61350,False
231,2023-11-24 14:48:41,3866139832909204,218,Duval Court,Arizona,11995,False
232,2023-11-23 14:48:26,7214152256959238,386,Mission Hills Trail,Colorado,42834,True
233,2023-11-22 14:48:12,6658779993616087,439,Miranda Way,New Jersey,68379,True
234,2023-11-21 14:49:08,6550094059568909,500,Pardo Place,Maryland,59518,False
235,2023-11-20 14:48:55,5210207370781928,74,Swallow Court,North Carolina,29755,True
236,2023-11-19 14:48:57,8909987352043130,788,Mission Hills Trail,Utah,31875,False
237,2023-11-18 14:48:11,6151552843038507,658,Cypress Point,North Carolina,80768,False
238,2023-11-17 14:48:17,8444891386807373,647,Thornberry,Puerto Rico,79068,False
239,2023-11-16 14:48:30,2097184673955282,874,Rogers Road,North Carolina,53506,True
240,2023-11-15 14:49:06,6737738853072598,289,Bexley Place,Ohio,81076,True
241,2023-11-14 14:48:40,4287790421466748,595,Wade Meadow Lane,of Columbia,89959,False
242,2023-11-13 14:48:16,2157618739963800,936,Duval Court,Colorado,71666,False
243,2023-11-12 14:48:39,9908044212096724,784,Iron Oak Way,Ohio,87803,False
244,2023-11-11 14:48:52,8358120772936312,977,Hudson,Pennsylvania,98549,False
245,2023-11-10 14:48:52,1143892638780901,839,Acorn Court,Pennsylvania,20526,True
246,2023-11-09 14:49:02,1955904393391002,465,Miranda Way,Tennessee,15754,True
247,2023-11-08 14:48:31,4173041212946398,748,Gaskin Place,Guam,65973,False
248,2023-11-07 14:48:48,7749141208347808,941,Elm,Texas,41404,True
249,2023-11-06 14:49:07,8441426203245003,583,Ware Way,Puerto Rico,43746,True
250,2023-11-05 14:48:33,4100197002998420,521,Mission Hills Trail,Virgin Islands,82092,False
251,2023-11-04 14:48:35,5402331240221425,593,Thornberry,Ohio,63370,False
252,2023-11-03 14:48:55,8834808640045203,964,Yuma Place,Alabama,75094,False
253,2023-11-02 14:48:24,1996831390597739,578,Paradise Drive,Maine,87902,False
254,2023-11-01 14:48:28,3968703596503514,28,Acorn Court,North Carolina,16418,True
255,2023-10-31 14:48:51,5990805403692339,830,Duval Court,Missouri,60546,True
256,2023-10-30 14:49:05,6402427136519577,383,Yuma Place,of Columbia,87958,True
257,2023-10-29 14:49:00,5713590236512217,334,Wade Meadow Lane,New Mexico,70599,False
258,2023-10-28 14:48:11,6598732277898633,157,Maple,Missouri,25555,True
259,2023-10-27 14:48:24,5196621131294527,661,Bexley Place,West Virginia,37191,True
260,2023-10-26 14:48:49,1003174082130361,201,Swallow Court,Oklahoma,76180,False
261,2023-10-25 14:49:02,2829737389010428,774,Yuma Place,District ,37357,False
262,2023-10-24 14:48:51,4378905453580835,629,Iva Place,California,96931,True
263,2023-10-23 14:48:40,4749543936025961,301,Pardo Place,West Virginia,83273,True
264,2023-10-22 14:49:01,3991897223850773,136,Lock Street,Michigan,71229,True
265,2023-10-21 14:49:03,4550456783944764,213,Miranda Way,Virginia,15768,False
266,2023-10-20 14:48:18,2542968933716770,156,Ware Way,Vermont,14219,True
267,2023-10-19 14:48:24,2806317862303543,661,Cypress Point,Wisconsin,23909,False
268,2023-10-18 14:48:15,1885215789547301,413,Walnut,Virginia,78514,False
269,2023-10-17 14:48:39,3623915400327794,481,Walnut,Maryland,55878,False
270,2023-10-16 14:48:34,1625210615961758,96,Yuma Place,Wisconsin,17119,False
271,2023-10-15 14:48:11,6864391175491156,627,Moore Terrace,District ,99884,True
272,2023-10-14 14:49:03,8398030158552511,606,Main,Idaho,42345,False
273,2023-10-13 14:48:37,5914738104006533,112,Ware Way,Mississippi,99227,True
274,2023-10-12 14:48:14,9514348966161299,319,Iva Place,New Mexico,50503,False
275,2023-10-11 14:48:35,8252306409063241,425,Walnut,Tennessee,53440,False
276,2023-10-10 14:49:05,4560624155158607,553,Walnut,American Samoa,59490,False
277,2023-10-09 14:48:38,7611135667963306,590,Wade Meadow Lane,West Virginia,44812,True
278,2023-10-08 14:49:06,9657788185325192,860,Sherwood Street,West Virginia,65621,True
279,2023-10-07 14:48:24,1718839754504743,277,Hudson,Nevada,98180,True
280,2023-10-06 14:48:27,9367251343398290,123,Water,Indiana,57998,False
281,2023-10-05 14:48:54,7149185818838159,604,Caulk Court,Montana,57438,True
282,2023-10-04 14:48:53,5160717429768807,519,Caulk Court,Colorado,34299,False
283,2023-10-03 14:48:56,8486891068022388,745,Rose Path,District ,58958,False
284,2023-10-02 14:48:54,1081861040162402,554,Cypress Point,Oregon,19837,False
285,2023-10-01 14:48:40,6712643587664842,893,Bell Terrace,Kansas,69043,False
286,2023-09-30 14:48:43,3369075803663713,398,Gatsby Lane,New Jersey,90502,False
287,2023-09-29 14:49:05,1386434423392564,616,Miranda Way,Oklahoma,76249,False
288,2023-09-28 14:48:59,9541827727522935,199,Waalker Loop,Wisconsin,17143,False
289,2023-09-27 14:48:34,2869802069205977,536,Swallow Court,California,20680,False
290,2023-09-26 14:48:49,4173090946396509,826,Talley Ridge Drive,Delaware,10486,True
291,2023-09-25 14:48:28,9315825221483720,817,Acorn Court,Oregon,50539,False
292,2023-09-24 14:48:56,7189484973608831,685,Water,Rhode Island,91860,True
293,2023-09-23 14:48:25,8864165804003746,201,Pardo Place,Michigan,18762,False
294,2023-09-22 14:48:35,4474038043100766,205,Water,New Mexico,34016,True
295,2023-09-21 14:48:13,8342982375952086,392,Rose Path,Kansas,95016,True
296,2023-09-20 14:48:41,2678692007768884,868,Caulk Court,District ,31289,False
297,2023-09-19 14:49:08,3427467934535674,844,Elm,Tennessee,87356,False
298,2023-09-18 14:49:06,2393250542341141,757,Cypress Point,Georgia,96032,False
299,2023-09-17 14:48:39,1417677796244276,640,Miranda Way,Illinois,13740,False
300,2023-09-16 14:48:14,2012698250202727,504,Lock Street,Pennsylvania,62518,False
301,2023-09-15 14:48:45,6503615817980328,92,Caulk Court,of Columbia,72926,True
302,2023-09-14 14:48:16,3200597796610685,139,Duval Court,Connecticut,65939,False
303,2023-09-13 14:48:21,9670710356746430,746,Wade Meadow Lane,Oregon,31588,False
304,2023-09-12 14:48:14,6479203357454672,317,Waalker Loop,Virginia,90554,False
305,2023-09-11 14:48:18,9540662631294079,461,Hudson,Washington,39714,True
306,2023-09-10 14:48:54,7991147544574648,256,Maple,Wyoming,63209,False
307,2023-09-09 14:48:43,2198436381080130,71,Bell Terrace,Tennessee,55358,False
308,2023-09-08 14:48:18,7075299857754515,524,Ware Way,California,80964,False
309,2023-09-07 14:48:21,4226296216946959,35,Moore Terrace,Georgia,51704,False
310,2023-09-06 14:48:45,4119878129359438,708,Hudson,Kentucky,20383,False
311,2023-09-05 14:48:27,1923747906526957,621,Mistwood Lane,Indiana,15335,False
312,2023-09-04 14:48:11,1216592063384582,959,Elm,Rhode Island,54190,False
313,2023-09-03 14:49:00,1282534589590335,652,Gaskin Place,Wyoming,36030,True
314,2023-09-02 14:48:28,4008976444573480,489,Bexley Place,North Carolina,53153,False
315,2023-09-01 14:48:49,2193114259105572,769,Gatsby Lane,New York,23415,False
316,2023-08-31 14:48:44,4909878224930878,881,Duval Court,Washington,54780,True
317,2023-08-30 14:48:28,1967693376395166,480,Gatsby Lane,Oregon,77186,True
318,2023-08-29 14:48:28,9786936004711651,315,Maple,Nebraska,43264,True
319,2023-08-28 14:48:48,3541035093250513,36,Iron Oak Way,Mississippi,45659,False
320,2023-08-27 14:48:35,3799364931752810,647,Swallow Court,Nevada,69656,False
321,2023-08-26 14:48:15,7247978846985128,362,Iva Place,Washington,79377,False
322,2023-08-25 14:48:43,7231610795617933,286,Bell Terrace,South Dakota,91147,False
323,2023-08-24 14:48:46,8084146892716447,29,Wade Meadow Lane,New York,69918,False
324,2023-08-23 14:48:51,1226746906821177,239,Hudson,Missouri,82148,True
325,2023-08-22 14:48:45,6423048627442736,899,Duval Court,Louisiana,36292,True
326,2023-08-21 14:48:48,6707318253395254,539,Swallow Court,Minnesota,93165,True
327,2023-08-20 14:49:01,3427724250762428,255,Ware Way,Virginia,80550,False
328,2023-08-19 14:49:00,7255618190424872,498,Cypress Point,Oregon,27513,False
329,2023-08-18 14:48:25,5994456935940290,703,Pardo Place,South Dakota,74711,True
330,2023-08-17 14:48:52,7642130830160467,759,Acorn Court,California,75977,True
331,2023-08-16 14:48:17,3169915026826115,19,Water,Rhode Island,97062,False
332,2023-08-15 14:48:45,9444036008757639,405,Wade Meadow Lane,Texas,32467,True
333,2023-08-14 14:48:56,5137582907179887,303,Mission Hills Trail,Utah,55828,False
334,2023-08-13 14:48:49,5967762199929231,865,Cypress Point,California,28378,False
335,2023-08-12 14:48:53,9396462217833482,435,Maple,Minnesota,58954,False
336,2023-08-11 14:48:38,2735283666498282,867,Mission Hills Trail,New Mexico,30579,True
